iterations,sampled,rrgsize,movement,remaining,total,time,
39,2228,1951,60.100014,28.590273,88.690285,6528.058709,

38,2181,1901,60.100014,27.80788,87.9079,6123.94768,

84,4634,4201,60.100014,28.643227,88.74324,21290.646164,

38,2111,1901,60.100014,28.705595,88.80561,11948.68946,

78,4404,3901,60.100014,28.20655,88.306564,19315.161583,

34,1924,1701,60.100014,27.861712,87.96172,6293.091299,

55,3114,2751,60.100014,28.802551,88.902565,9872.605136,

45,2623,2251,60.100014,27.514997,87.61501,8555.915968,

26,1552,1301,60.100014,29.432892,89.532906,5244.826278,

53,3018,2651,60.100014,28.3735,88.47351,11145.980502,

56,3174,2801,60.100014,27.702505,87.80252,11070.53355,

43,2447,2151,60.100014,28.756716,88.85673,8731.591372,

32,1846,1601,60.100014,27.268425,87.36844,5271.67667,

37,2136,1851,60.100014,27.548134,87.64815,6678.853162,

46,2647,2301,60.100014,27.244623,87.344635,8891.868805,

42,2370,2101,60.100014,28.180473,88.28049,7912.223839,

27,1547,1351,60.100014,29.85727,89.95728,4775.728847,

48,2719,2401,60.100014,29.168219,89.268234,9407.072462,

27,1548,1351,60.100014,27.934263,88.03428,4512.233633,

52,3026,2601,60.100014,28.654863,88.754875,10061.195313,

50,2928,2501,60.100014,27.86535,87.96536,8923.693858,

63,3558,3151,60.100014,28.382547,88.48256,13460.349137,

33,1951,1651,60.100014,27.31178,87.4118,5726.479901,

96,5289,4801,60.100014,27.815216,87.91523,26560.914544,

60,3432,3001,60.100014,28.42188,88.5219,11647.886795,

30,1755,1501,60.100014,28.54147,88.64148,4744.210872,

21,1287,1051,60.100014,28.299133,88.39915,3604.724992,

19,1177,951,60.100014,27.793478,87.89349,3178.106484,

55,3223,2751,60.100014,28.92059,89.0206,11422.84128,

46,2631,2301,60.100014,28.780676,88.88069,7389.421364,
