iterations,sampled,rrgsize,movement,remaining,total,time
56,3322,2802,53.44998,18.773565,72.22355,10818.934233
42,2458,2102,53.44998,20.159824,73.6098,8430.489393
43,2573,2152,53.44998,19.836878,73.28686,8749.459402
46,2648,2302,56.949997,24.040874,80.990875,9087.214481
38,2193,1902,56.949997,24.278801,81.2288,7888.054857
44,2480,2202,56.949997,21.640133,78.59013,7908.785924
36,2094,1802,50.90001,21.203932,72.10394,6944.050851
32,1866,1602,50.90001,20.707247,71.607254,6179.558715
34,2070,1702,50.90001,0,50.90001,6815.591137
40,2331,2002,54.6,19.534714,74.13471,7941.873699
33,1952,1652,54.6,22.70831,77.308304,6717.623906
33,2046,1652,54.6,20.756186,75.356186,6402.914796
33,2002,1652,57.85,19.693987,77.54398,6678.838452
28,1654,1402,57.85,0,57.85,6078.200569
31,1811,1552,57.85,0,57.85,6423.004189
30,1774,1502,59.950012,22.676722,82.62673,6386.567358
37,2416,1852,59.950012,25.469902,85.419914,7365.492575
43,2502,2152,59.950012,21.393084,81.343094,8206.261034
38,2262,1902,57.950012,21.7558,79.70581,8038.071065
45,2625,2252,57.950012,20.386496,78.33651,8295.588599
35,2133,1752,57.950012,23.033895,80.98391,7019.255452
42,2433,2102,59.35,22.789965,82.13996,8011.463615
44,2591,2202,59.35,22.577402,81.9274,8520.803847
39,2255,1952,59.35,21.641174,80.99117,7847.595509
36,2201,1802,57.25,21.28524,78.53524,7477.715833
35,2071,1752,57.25,0,57.25,7398.181681
33,1991,1652,57.25,21.413183,78.663185,7113.369282
31,1953,1552,59.449997,0,59.449997,7073.784095
35,2077,1752,59.449997,23.282984,82.73298,7699.494703
36,2171,1802,59.449997,21.994818,81.44482,6708.44876
39,2386,1952,61.35002,21.680548,83.03057,7686.466365
38,2208,1902,61.35002,0,61.35002,7595.848274
38,2131,1902,61.35002,21.676483,83.026505,7621.433553
33,1904,1652,59.40001,20.63204,80.03205,6446.075979
36,2221,1802,59.40001,27.965015,87.36502,7432.076995
45,2623,2252,59.40001,23.095413,82.49542,9106.651941
38,2254,1902,64.55002,22.011831,86.56185,7721.307834
27,1705,1352,64.55002,0,64.55002,6612.22639
26,1487,1302,64.55002,23.47699,88.02701,6194.659246
46,2644,2302,58.250004,24.442774,82.69278,8956.046513
35,2024,1752,58.250004,24.84501,83.09502,7016.425489
112,6099,5602,58.250004,21.65705,79.90705,27235.763947
36,2113,1802,64.95002,22.74579,87.69581,7496.221114
35,1995,1752,64.95002,19.625032,84.57505,6899.68426
33,1888,1652,64.95002,22.378046,87.328064,6715.922775
49,2981,2452,57.149994,21.090164,78.24016,9524.737857
40,2358,2002,57.149994,25.592308,82.7423,8153.971764
46,2667,2302,57.149994,22.29477,79.44476,8705.051227
38,2168,1902,57,20.84824,77.848236,7128.064923
42,2447,2102,57,20.424196,77.424194,8018.878955
30,1807,1502,57,21.141829,78.14183,6516.344342
34,2075,1702,59.250015,0,59.250015,6917.50064
39,2317,1952,59.250015,21.324703,80.57472,7674.729025
37,2125,1852,59.250015,19.3489,78.598915,7315.883198
28,1682,1402,59.750004,0,59.750004,5858.590414
52,3029,2602,59.750004,26.329462,86.07947,9533.537195
41,2341,2052,59.750004,18.106144,77.85615,8761.85945
29,1801,1452,56.299995,0,56.299995,5985.55462
46,2640,2302,56.299995,22.318285,78.61828,8337.708771
31,1823,1552,56.299995,19.197142,75.49714,6316.357046
30,1754,1502,58.75,23.14183,81.89183,6115.44565
