iterations,sampled,rrgsize,movement,remaining,total,time
37,2091,1851,37.996643,26.63483,64.63147,6704.106779
42,2306,2101,43.592014,19.104694,62.69671,7599.393561
49,2743,2451,50.84859,19.040707,69.8893,8651.947475
35,1946,1751,45.187687,19.054087,64.241776,6223.53215
48,2714,2401,38.010983,19.566713,57.577698,8210.995013
37,2055,1851,39.458977,20.777103,60.23608,6544.750609
27,1483,1351,35.202057,11.738505,46.940563,4744.311416
54,2920,2701,37.656864,15.612426,53.26929,10249.052599
45,2520,2251,40.81592,20.162556,60.978477,7766.384803
33,1825,1651,37.47167,19.42975,56.90142,5393.851757
32,1786,1601,43.02197,23.088644,66.11061,6191.016509
32,1774,1601,36.314045,10.57287,46.886917,5539.987763
46,2514,2301,34.01228,20.934149,54.946426,9123.971528
47,2533,2351,43.25296,19.540443,62.793404,8675.137048
46,2552,2301,38.46603,21.513775,59.979805,8580.403981
24,1330,1201,35.232437,16.566893,51.79933,4049.941162
27,1534,1351,29.23775,22.11021,51.34796,4474.363546
36,2091,1801,35.26537,19.5621,54.82747,6666.778534
34,1897,1701,43.189636,21.671516,64.86115,5521.665509
36,2043,1801,44.728115,21.864033,66.59215,6695.564611
24,1330,1201,33.571114,21.12184,54.692955,3895.861274
28,1608,1401,27.80027,19.167719,46.967987,4338.055871
55,3051,2751,36.395615,22.759197,59.15481,10850.329241
24,1354,1201,35.46339,14.9940605,50.45745,3917.394451
25,1410,1251,25.949314,16.491325,42.44064,4369.997395
34,1924,1701,39.996235,16.417557,56.41379,5804.585819
21,1207,1051,25.287035,19.614199,44.901234,3392.951051
25,1431,1251,27.865742,18.194017,46.05976,3848.458748
32,1879,1601,33.45402,21.341497,54.795517,5106.85344
31,1743,1551,37.17689,20.682299,57.85919,5797.393895
24,1364,1201,31.22692,17.43239,48.65931,4369.260978
30,1676,1501,37.049133,19.105026,56.15416,5088.893468
31,1715,1551,39.26912,21.0217,60.290817,5786.331144
32,1882,1601,43.931496,9.360812,53.29231,5805.795676
51,2849,2551,45.267246,14.156132,59.423378,9590.830155
32,1828,1601,37.07961,11.791327,48.870937,5680.022106
20,1107,1001,20.786236,19.971392,40.75763,3612.615194
33,1865,1651,34.53601,25.926165,60.462173,5991.591929
48,2710,2401,34.820927,22.364548,57.185474,9323.045044
