iterations,sampled,rrgsize,movement,remaining,total,time
34,18516,1701,26.411123,0.57387006,26.984993,6835.132764
32,18083,1601,21.722187,4.6770744,26.399261,6195.374241
34,18000,1701,28.461716,0.8979333,29.35965,6585.052714
35,20097,1751,36.73386,6.7353263,43.469185,7209.752286
41,23639,2051,35.197495,5.042361,40.239857,7658.331658
33,17966,1651,24.017757,5.1636877,29.181446,7195.548261
38,20786,1901,27.239576,4.3824186,31.621994,7982.135945
39,20565,1951,25.552668,1.3468591,26.899527,8482.208289
35,19202,1751,27.291426,0,27.291426,6559.279894
32,17486,1601,28.085274,0,28.085274,6461.368113
31,16630,1551,22.505465,3.9909468,26.49641,5799.190182
31,16916,1552,28.731125,0.19918808,28.930313,6244.906907
37,19278,1851,27.95993,0.1954389,28.155369,7508.556963
32,18449,1601,22.233532,0.14899941,22.382532,6442.341085
30,16512,1501,22.391962,0,22.391962,5688.176625
33,18445,1651,23.884684,0.25734967,24.142033,6078.299038
33,18027,1651,25.078968,3.68145,28.760418,6042.492144
33,17904,1651,25.82669,3.4254313,29.252121,5739.893951
40,21947,2002,29.574663,0.12451723,29.69918,8746.896795
38,20272,1901,29.186607,0.93453753,30.121145,7350.102751
36,19569,1801,25.991735,0.41844293,26.41018,7180.847222
38,20143,1901,32.60711,0,32.60711,8270.432925
40,21830,2001,29.768412,0,29.768412,8015.931815
36,18753,1801,30.350988,0,30.350988,7588.293568
60,34096,3001,26.590319,1.467143,28.05746,13080.988687
48,27202,2401,33.070736,6.4672875,39.538025,9409.36893
34,19084,1701,24.079462,3.6599827,27.739445,6366.820543
39,21482,1953,34.018635,0.06476946,34.083405,8470.914306
39,21970,1952,28.268194,0,28.268194,7908.968392
36,19260,1801,30.748352,1.0507059,31.799057,6862.40651
34,18396,1703,28.919292,1.5341938,30.453485,7271.246249
33,18937,1651,32.40879,0,32.40879,6183.71649
35,19046,1752,25.11852,0.9731197,26.09164,6336.336622
35,20055,1754,29.052725,2.8692615,31.921986,6894.089144
30,15825,1501,22.938652,0.20220272,23.140854,5202.120409
40,21789,2001,33.741634,0.10121988,33.842854,7935.438034
37,20301,1851,25.36163,0.1663176,25.527946,7759.61971
37,20653,1852,25.110989,1.4164577,26.527447,8499.643909
46,24653,2301,28.993128,0,28.993128,11018.698187
28,15992,1401,22.652931,1.7291563,24.382088,5423.867585
31,18228,1551,29.561102,0,29.561102,6568.969167
32,17877,1603,30.079817,0,30.079817,5735.301345
38,21926,1902,32.242218,0,32.242218,8538.315174
38,20066,1901,32.286522,0,32.286522,7755.415185
37,20249,1851,36.428074,0.21764195,36.645718,7773.589553
31,17341,1551,23.706308,1.7850792,25.491388,5631.49026
32,17271,1602,25.665802,0,25.665802,6388.403635
