iterations,sampled,rrgsize,movement,remaining,total,time
55,31408,2752,53.799995,26.292696,80.09269,11290.480927
40,25438,2002,53.799995,23.637926,77.43792,8518.683002
37,21346,1852,60.35,19.279118,79.62912,8486.634471
31,17923,1552,60.35,21.631378,81.98138,6824.685755
46,25889,2302,60.35,23.160854,83.51085,9294.178255
47,27226,2352,57.049988,22.824917,79.87491,10438.345107
47,26667,2352,57.049988,23.400114,80.4501,9635.249498
28,17217,1402,57.049988,22.633183,79.68317,7507.920057
55,30333,2752,62.39999,18.013433,80.41342,12427.911032
36,20445,1802,62.39999,26.425377,88.82536,9447.320406
44,24410,2202,62.39999,23.216045,85.616035,9710.991926
47,28114,2352,59.25,21.611513,80.86151,10832.784298
62,36030,3102,59.25,23.348112,82.598114,13699.37954
55,31155,2752,59.25,21.155987,80.40599,12093.377263
57,33182,2852,57.20002,22.192806,79.39282,13156.094761
98,53871,4902,57.20002,23.62531,80.82533,24460.153756
54,30039,2702,57.20002,23.927816,81.12784,12605.809288
52,30228,2602,56.849983,26.374355,83.224335,11651.068432
31,18901,1552,56.849983,25.821136,82.67112,7422.204692
47,27255,2352,56.849983,23.771566,80.62155,10215.92083
38,22132,1902,60.19999,20.140205,80.340195,9226.43782
35,21097,1752,60.19999,21.598219,81.79821,8127.506778
44,25745,2202,60.19999,19.192858,79.392845,9659.906548
39,22702,1952,58.549988,23.529385,82.07938,8580.663926
40,22547,2002,58.549988,22.406313,80.9563,9205.922668
39,22973,1952,58.549988,21.147974,79.69796,8910.815955
34,20508,1702,58.449997,20.03294,78.48294,7448.921117
39,22535,1952,58.449997,21.636488,80.08649,8809.962859
44,26018,2202,58.449997,17.969933,76.41993,10192.53929
60,33925,3002,52.099987,19.45874,71.55873,12030.808241
49,27531,2452,52.099987,19.474463,71.57445,9613.979167
44,24911,2202,52.099987,24.874825,76.97481,8433.012521
42,24320,2102,54.75,25.77093,80.52093,8645.316968
48,27533,2402,54.75,19.199976,73.949974,9398.152504
53,30631,2652,54.75,19.52409,74.27409,10839.598043
47,26789,2352,66.45,22.428545,88.87854,9500.602882
57,32441,2852,66.45,22.101803,88.5518,11597.7994
46,24844,2302,66.45,19.873247,86.32324,9446.77643
55,30174,2752,62.34999,24.205473,86.555466,11167.691193
69,38401,3452,62.34999,25.93455,88.28454,14768.250474
69,38386,3452,62.34999,24.1474,86.49739,15020.995767
51,30374,2552,63.349987,25.486341,88.83633,10870.228404
43,24246,2152,63.349987,25.13447,88.48446,8708.026747
54,30571,2702,63.349987,22.81387,86.16386,10983.536712
39,21418,1952,68.59999,17.968243,86.56824,8072.154873
45,26262,2252,68.59999,24.917927,93.517914,9332.615222
35,19579,1752,68.59999,17.121958,85.72195,7825.802959
63,34952,3152,51.54999,22.379927,73.92992,13284.137174
59,33702,2952,51.54999,22.665308,74.2153,13434.488559
